gene/TE	count	sample
"gene_14444"	7	W60ER2
"gene_14445"	17	W60ER2
"gene_14446"	1	W60ER2
"gene_14447"	84	W60ER2
"gene_14448"	0	W60ER2
"gene_14449"	0	W60ER2
"gene_1445"	52	W60ER2
"gene_14450"	0	W60ER2
"gene_14451"	4	W60ER2
"gene_14452"	3	W60ER2
"gene_14453"	0	W60ER2
"gene_14454"	28	W60ER2
"gene_14455"	10	W60ER2
"gene_14456"	0	W60ER2
"gene_14457"	88	W60ER2
"gene_14458"	0	W60ER2
"gene_14459"	1	W60ER2
"gene_1446"	15516	W60ER2
"gene_14460"	263	W60ER2
"gene_14461"	8	W60ER2
"gene_14462"	0	W60ER2
"gene_14463"	37	W60ER2
"gene_14464"	1	W60ER2
"gene_14465"	0	W60ER2
"gene_14466"	0	W60ER2
"gene_14467"	0	W60ER2
"gene_14468"	0	W60ER2
"gene_14469"	2	W60ER2
"gene_1447"	1233	W60ER2
"gene_14470"	0	W60ER2
"gene_14471"	0	W60ER2
"gene_14472"	1	W60ER2
"gene_14473"	0	W60ER2
"gene_14474"	2	W60ER2
"gene_14475"	1	W60ER2
"gene_14476"	1	W60ER2
"gene_14477"	0	W60ER2
"gene_14478"	3	W60ER2
"gene_14479"	13	W60ER2
"gene_1448"	2163	W60ER2
"gene_14480"	0	W60ER2
"gene_14481"	22	W60ER2
"gene_14482"	55	W60ER2
"gene_14483"	44	W60ER2
"gene_14484"	1212	W60ER2
"gene_14485"	36	W60ER2
"gene_14486"	30	W60ER2
"gene_14487"	29	W60ER2
"gene_14488"	30	W60ER2
"gene_14489"	355	W60ER2
"gene_1449"	4334	W60ER2
"gene_14490"	48603	W60ER2
"gene_14492"	18586	W60ER2
"gene_14493"	1950	W60ER2
"gene_14494"	1	W60ER2
"gene_14495"	0	W60ER2
"gene_14496"	63	W60ER2
"gene_14497"	0	W60ER2
"gene_14498"	0	W60ER2
"gene_14499"	9	W60ER2
"gene_145"	311	W60ER2
"gene_1450"	538	W60ER2
"gene_14500"	2	W60ER2
"gene_14502"	0	W60ER2
"gene_14503"	4	W60ER2
"gene_14504"	10	W60ER2
"gene_14505"	40	W60ER2
"gene_14506"	19	W60ER2
"gene_14507"	0	W60ER2
"gene_14508"	0	W60ER2
"gene_14509"	23	W60ER2
"gene_1451"	1859	W60ER2
"gene_14510"	0	W60ER2
"gene_14511"	49	W60ER2
"gene_14512"	32	W60ER2
"gene_14513"	22	W60ER2
"gene_14514"	463	W60ER2
"gene_14515"	1	W60ER2
"gene_14516"	7	W60ER2
"gene_14517"	0	W60ER2
"gene_14518"	0	W60ER2
"gene_14519"	0	W60ER2
"gene_1452"	847	W60ER2
"gene_14520"	4	W60ER2
"gene_14521"	4	W60ER2
"gene_14522"	45	W60ER2
"gene_14524"	14	W60ER2
"gene_14525"	43	W60ER2
"gene_14526"	2	W60ER2
"gene_14527"	15	W60ER2
"gene_14528"	38	W60ER2
"gene_14529"	7	W60ER2
"gene_1453"	705	W60ER2
"gene_14530"	0	W60ER2
"gene_14531"	282	W60ER2
"gene_14532"	1	W60ER2
"gene_14533"	7	W60ER2
"gene_14534"	0	W60ER2
"gene_14535"	0	W60ER2
"gene_14536"	3	W60ER2
"gene_14537"	7	W60ER2
"gene_14538"	10	W60ER2
"gene_14539"	34	W60ER2
"gene_1454"	464	W60ER2
"gene_14540"	7	W60ER2
"gene_14541"	2	W60ER2
"gene_14542"	2	W60ER2
"gene_14543"	10	W60ER2
"gene_14544"	25	W60ER2
"gene_14545"	30	W60ER2
"gene_14546"	0	W60ER2
"gene_14547"	437	W60ER2
"gene_14548"	108	W60ER2
"gene_14549"	225	W60ER2
"gene_1455"	399	W60ER2
"gene_14550"	1442	W60ER2
"gene_14551"	3405	W60ER2
"gene_14552"	1318	W60ER2
"gene_14553"	7706	W60ER2
"gene_14554"	1930	W60ER2
"gene_14555"	8176	W60ER2
"gene_14556"	8894	W60ER2
"gene_14557"	4077	W60ER2
"gene_14558"	801	W60ER2
"gene_14559"	193	W60ER2
"gene_1456"	501	W60ER2
"gene_14560"	10261	W60ER2
"gene_14561"	529	W60ER2
"gene_14562"	11529	W60ER2
"gene_14563"	5070	W60ER2
"gene_14564"	12934	W60ER2
"gene_14565"	1580	W60ER2
"gene_14566"	2291	W60ER2
"gene_14567"	4125	W60ER2
"gene_14568"	2605	W60ER2
"gene_14569"	6706	W60ER2
"gene_1457"	1322	W60ER2
"gene_14570"	2555	W60ER2
"gene_14571"	1485	W60ER2
"gene_14572"	114	W60ER2
"gene_14574"	67	W60ER2
"gene_14575"	803	W60ER2
"gene_14576"	7224	W60ER2
"gene_14577"	5505	W60ER2
"gene_14578"	1469	W60ER2
"gene_14579"	71	W60ER2
"gene_1458"	1200	W60ER2
"gene_14580"	948	W60ER2
"gene_14581"	1677	W60ER2
"gene_14582"	2972	W60ER2
"gene_14583"	5833	W60ER2
"gene_14584"	8829	W60ER2
"gene_14585"	523	W60ER2
"gene_14586"	4602	W60ER2
"gene_14587"	1167	W60ER2
"gene_14588"	198	W60ER2
"gene_14589"	33385	W60ER2
"gene_1459"	7002	W60ER2
"gene_14590"	9869	W60ER2
"gene_14591"	2998	W60ER2
"gene_14592"	2009	W60ER2
"gene_14593"	2333	W60ER2
"gene_14594"	943	W60ER2
"gene_14595"	14268	W60ER2
"gene_14596"	4137	W60ER2
"gene_14597"	730	W60ER2
"gene_14599"	2069	W60ER2
"gene_146"	962	W60ER2
"gene_1460"	1903	W60ER2
"gene_14600"	5337	W60ER2
"gene_14601"	12281	W60ER2
"gene_14602"	2342	W60ER2
"gene_14603"	2571	W60ER2
"gene_14604"	1316	W60ER2
"gene_14605"	294	W60ER2
"gene_14606"	1280	W60ER2
"gene_14607"	220	W60ER2
"gene_14608"	422	W60ER2
"gene_14609"	1838	W60ER2
"gene_1461"	2716	W60ER2
"gene_14610"	224	W60ER2
"gene_14611"	138	W60ER2
"gene_14612"	608	W60ER2
"gene_14613"	3676	W60ER2
"gene_14614"	11692	W60ER2
"gene_14615"	149844	W60ER2
"gene_14616"	2025	W60ER2
"gene_14618"	1965	W60ER2
"gene_14619"	279524	W60ER2
"gene_1462"	21412	W60ER2
"gene_14620"	1709	W60ER2
"gene_14621"	1287	W60ER2
"gene_14622"	985611	W60ER2
"gene_14623"	32178	W60ER2
"gene_14624"	43	W60ER2
"gene_14625"	21435	W60ER2
"gene_14626"	1395	W60ER2
"gene_14627"	497	W60ER2
"gene_14628"	154	W60ER2
"gene_14629"	303	W60ER2
"gene_1463"	4991	W60ER2
"gene_14630"	54	W60ER2
"gene_14631"	77	W60ER2
"gene_14632"	45	W60ER2
"gene_14633"	210	W60ER2
"gene_14634"	141	W60ER2
"gene_14635"	154	W60ER2
"gene_14636"	17336	W60ER2
"gene_14637"	276	W60ER2
"gene_14638"	649	W60ER2
"gene_14639"	4022	W60ER2
"gene_1464"	8328	W60ER2
"gene_14640"	25949	W60ER2
"gene_14641"	209	W60ER2
"gene_14642"	1827	W60ER2
"gene_14643"	4292	W60ER2
"gene_14644"	15	W60ER2
"gene_14645"	100	W60ER2
"gene_14646"	16	W60ER2
"gene_14647"	21	W60ER2
"gene_14648"	2802	W60ER2
"gene_14649"	55	W60ER2
"gene_1465"	567	W60ER2
"gene_14650"	43	W60ER2
"gene_14651"	202	W60ER2
"gene_14652"	1591	W60ER2
"gene_14653"	103	W60ER2
"gene_14654"	16	W60ER2
"gene_14655"	164	W60ER2
"gene_14656"	26	W60ER2
"gene_14657"	29	W60ER2
"gene_14658"	92	W60ER2
"gene_14659"	375	W60ER2
"gene_1466"	2977	W60ER2
"gene_14660"	11	W60ER2
"gene_14661"	68	W60ER2
"gene_14662"	22	W60ER2
"gene_14663"	2	W60ER2
"gene_14664"	2	W60ER2
"gene_14665"	10	W60ER2
"gene_14666"	29	W60ER2
"gene_14667"	390	W60ER2
"gene_14668"	716	W60ER2
"gene_14669"	42	W60ER2
"gene_14670"	16	W60ER2
"gene_14671"	0	W60ER2
"gene_14672"	11	W60ER2
"gene_14673"	3	W60ER2
"gene_14674"	10	W60ER2
"gene_14675"	74	W60ER2
"gene_14676"	11	W60ER2
"gene_14677"	130	W60ER2
"gene_14678"	154	W60ER2
"gene_14679"	1221	W60ER2
"gene_1468"	150124	W60ER2
"gene_14680"	18	W60ER2
"gene_14681"	22	W60ER2
"gene_14682"	116	W60ER2
"gene_14683"	48682	W60ER2
"gene_14684"	213	W60ER2
"gene_14685"	20	W60ER2
"gene_14686"	2	W60ER2
"gene_14687"	0	W60ER2
"gene_14688"	23	W60ER2
"gene_14689"	43	W60ER2
"gene_1469"	248	W60ER2
"gene_14690"	110	W60ER2
"gene_14691"	2878	W60ER2
"gene_14692"	17	W60ER2
"gene_14693"	27	W60ER2
"gene_14694"	70	W60ER2
"gene_14695"	8	W60ER2
"gene_14696"	17	W60ER2
"gene_14697"	77	W60ER2
"gene_14698"	9	W60ER2
"gene_14699"	16	W60ER2
"gene_147"	2088	W60ER2
"gene_1470"	441	W60ER2
"gene_14700"	9	W60ER2
"gene_14701"	28	W60ER2
"gene_14702"	5	W60ER2
"gene_14703"	126	W60ER2
"gene_14704"	9	W60ER2
"gene_14705"	18	W60ER2
"gene_14706"	1	W60ER2
"gene_14707"	453	W60ER2
"gene_14708"	156	W60ER2
"gene_14709"	164	W60ER2
"gene_1471"	15876	W60ER2
"gene_14710"	7875	W60ER2
"gene_14711"	9825	W60ER2
"gene_14712"	12883	W60ER2
"gene_14713"	4902	W60ER2
"gene_14714"	346	W60ER2
"gene_14715"	1192	W60ER2
"gene_14716"	1458	W60ER2
"gene_14717"	920	W60ER2
"gene_14718"	1671	W60ER2
"gene_14719"	5179	W60ER2
"gene_1472"	3382	W60ER2
"gene_14720"	88	W60ER2
"gene_14721"	26	W60ER2
"gene_14722"	207	W60ER2
"gene_14723"	208	W60ER2
"gene_14724"	7	W60ER2
"gene_14725"	57	W60ER2
"gene_14726"	68	W60ER2
"gene_14727"	6	W60ER2
"gene_14728"	3	W60ER2
"gene_14729"	38	W60ER2
"gene_1473"	450	W60ER2
"gene_14730"	16	W60ER2
"gene_14731"	450	W60ER2
"gene_14732"	3	W60ER2
"gene_14733"	0	W60ER2
"gene_14734"	83	W60ER2
"gene_14735"	0	W60ER2
"gene_14736"	492	W60ER2
"gene_14737"	244	W60ER2
"gene_14738"	2104	W60ER2
"gene_14739"	238	W60ER2
"gene_1474"	5056	W60ER2
"gene_14740"	22	W60ER2
"gene_14741"	17	W60ER2
"gene_14742"	16	W60ER2
"gene_14743"	4	W60ER2
"gene_14744"	8	W60ER2
"gene_14745"	8	W60ER2
"gene_14746"	8	W60ER2
"gene_14747"	31	W60ER2
"gene_14748"	16	W60ER2
"gene_14749"	3	W60ER2
"gene_1475"	8320	W60ER2
"gene_14750"	43744	W60ER2
"gene_14751"	15012	W60ER2
"gene_14752"	542	W60ER2
"gene_14753"	1246	W60ER2
"gene_14754"	149	W60ER2
"gene_14755"	118	W60ER2
"gene_14756"	58	W60ER2
"gene_14757"	6	W60ER2
"gene_14758"	35	W60ER2
"gene_14759"	5	W60ER2
"gene_1476"	261	W60ER2
"gene_14760"	6	W60ER2
"gene_14761"	5	W60ER2
"gene_14762"	11	W60ER2
"gene_14763"	3	W60ER2
"gene_14764"	207	W60ER2
"gene_14765"	1132	W60ER2
"gene_14766"	247	W60ER2
"gene_14767"	4273	W60ER2
"gene_14768"	420	W60ER2
"gene_14769"	52	W60ER2
"gene_1477"	484	W60ER2
"gene_14770"	0	W60ER2
"gene_14771"	5	W60ER2
"gene_14772"	20	W60ER2
"gene_14773"	12	W60ER2
"gene_14774"	20	W60ER2
"gene_14775"	18	W60ER2
"gene_14776"	6	W60ER2
"gene_14777"	36	W60ER2
"gene_14778"	0	W60ER2
"gene_14779"	78	W60ER2
"gene_1478"	2349	W60ER2
"gene_14780"	14	W60ER2
"gene_14781"	58	W60ER2
"gene_14782"	29	W60ER2
"gene_14783"	192	W60ER2
"gene_14784"	18	W60ER2
"gene_14785"	17	W60ER2
"gene_14786"	0	W60ER2
"gene_14787"	1	W60ER2
"gene_14788"	13	W60ER2
"gene_14789"	15	W60ER2
"gene_1479"	320	W60ER2
"gene_14790"	8	W60ER2
"gene_14791"	370	W60ER2
"gene_14792"	0	W60ER2
"gene_14793"	0	W60ER2
"gene_14794"	8	W60ER2
"gene_14795"	0	W60ER2
"gene_14796"	11	W60ER2
"gene_14797"	5	W60ER2
"gene_14798"	20	W60ER2
"gene_14799"	0	W60ER2
"gene_148"	17847	W60ER2
"gene_1480"	100	W60ER2
"gene_14800"	615	W60ER2
"gene_14801"	596	W60ER2
"gene_14802"	51	W60ER2
"gene_14803"	60	W60ER2
"gene_14804"	4	W60ER2
"gene_14805"	40	W60ER2
"gene_14806"	7	W60ER2
"gene_14807"	32	W60ER2
"gene_14808"	8	W60ER2
"gene_14809"	4	W60ER2
"gene_1481"	476	W60ER2
"gene_14810"	154	W60ER2
"gene_14811"	47	W60ER2
"gene_14812"	4	W60ER2
"gene_14813"	22	W60ER2
"gene_14814"	174	W60ER2
"gene_14815"	4	W60ER2
"gene_14816"	1	W60ER2
"gene_14817"	3	W60ER2
"gene_14818"	65	W60ER2
"gene_14819"	4	W60ER2
"gene_1482"	3559	W60ER2
"gene_14820"	37	W60ER2
"gene_14821"	63	W60ER2
"gene_14822"	366	W60ER2
"gene_14823"	99	W60ER2
"gene_14824"	9	W60ER2
"gene_14825"	764	W60ER2
"gene_14826"	59	W60ER2
"gene_14827"	29	W60ER2
"gene_14828"	192	W60ER2
"gene_1483"	1892	W60ER2
"gene_14830"	2549	W60ER2
"gene_14831"	2	W60ER2
"gene_14832"	7	W60ER2
"gene_14833"	0	W60ER2
"gene_14834"	1	W60ER2
"gene_14835"	0	W60ER2
"gene_14836"	0	W60ER2
"gene_14837"	1	W60ER2
"gene_14838"	0	W60ER2
"gene_14839"	2249	W60ER2
"gene_1484"	137	W60ER2
"gene_14840"	3	W60ER2
"gene_14841"	134	W60ER2
"gene_14842"	3	W60ER2
"gene_14843"	0	W60ER2
"gene_14844"	19	W60ER2
"gene_14845"	0	W60ER2
"gene_14846"	20	W60ER2
"gene_14847"	11	W60ER2
"gene_14848"	7	W60ER2
"gene_14849"	4	W60ER2
"gene_1485"	978	W60ER2
"gene_14850"	0	W60ER2
"gene_14851"	24	W60ER2
"gene_14852"	16	W60ER2
"gene_14854"	11	W60ER2
"gene_14855"	0	W60ER2
"gene_14856"	6	W60ER2
"gene_14857"	2	W60ER2
"gene_14858"	7	W60ER2
"gene_14859"	3	W60ER2
"gene_1486"	1091	W60ER2
"gene_14860"	0	W60ER2
"gene_14861"	24	W60ER2
"gene_14862"	2	W60ER2
"gene_14863"	7	W60ER2
"gene_14864"	0	W60ER2
"gene_14865"	8	W60ER2
"gene_14866"	23	W60ER2
"gene_14867"	12	W60ER2
"gene_14868"	40	W60ER2
"gene_14869"	93	W60ER2
"gene_1487"	1016	W60ER2
"gene_14870"	18	W60ER2
"gene_14871"	3	W60ER2
"gene_14872"	35	W60ER2
"gene_14873"	19	W60ER2
"gene_14874"	476	W60ER2
"gene_14875"	71	W60ER2
"gene_14876"	2	W60ER2
"gene_14877"	395	W60ER2
"gene_14878"	171	W60ER2
"gene_14879"	24	W60ER2
"gene_1488"	15	W60ER2
"gene_14880"	0	W60ER2
"gene_14881"	17	W60ER2
"gene_14882"	16	W60ER2
"gene_14883"	3522	W60ER2
"gene_14884"	262	W60ER2
"gene_14885"	0	W60ER2
"gene_14886"	90	W60ER2
"gene_14887"	325	W60ER2
"gene_14888"	176	W60ER2
"gene_14889"	6	W60ER2
"gene_1489"	2984	W60ER2
"gene_14890"	2	W60ER2
"gene_14891"	1	W60ER2
"gene_14892"	7	W60ER2
"gene_14893"	3	W60ER2
"gene_14894"	9	W60ER2
"gene_14895"	110	W60ER2
"gene_14896"	8	W60ER2
"gene_14897"	2	W60ER2
"gene_14898"	53	W60ER2
"gene_14899"	36	W60ER2
"gene_149"	701	W60ER2
"gene_1490"	1007	W60ER2
"gene_14900"	66	W60ER2
"gene_14901"	9	W60ER2
"gene_14902"	28	W60ER2
"gene_14903"	11	W60ER2
"gene_14904"	0	W60ER2
"gene_14905"	0	W60ER2
"gene_14906"	9	W60ER2
"gene_14907"	36	W60ER2
"gene_14908"	154	W60ER2
"gene_14909"	0	W60ER2
"gene_1491"	551	W60ER2
"gene_14910"	122	W60ER2
"gene_14911"	38	W60ER2
"gene_14912"	24	W60ER2
"gene_14913"	309	W60ER2
"gene_14914"	476	W60ER2
"gene_14915"	46	W60ER2
"gene_14916"	13	W60ER2
"gene_14917"	4	W60ER2
"gene_14918"	2314	W60ER2
"gene_14919"	54	W60ER2
"gene_1492"	109	W60ER2
"gene_14920"	105	W60ER2
"gene_14921"	7	W60ER2
"gene_14922"	0	W60ER2
"gene_14923"	19	W60ER2
"gene_14924"	0	W60ER2
"gene_14925"	0	W60ER2
"gene_14926"	4	W60ER2
"gene_14927"	2	W60ER2
"gene_14928"	6	W60ER2
"gene_14929"	4	W60ER2
"gene_1493"	1597	W60ER2
"gene_14930"	1	W60ER2
"gene_14931"	20	W60ER2
"gene_14932"	22	W60ER2
"gene_14933"	30	W60ER2
"gene_14934"	205	W60ER2
"gene_14935"	399	W60ER2
"gene_14936"	238	W60ER2
"gene_14937"	4	W60ER2
"gene_14938"	17	W60ER2
"gene_14939"	586	W60ER2
"gene_1494"	659	W60ER2
"gene_14940"	101	W60ER2
"gene_14941"	102	W60ER2
"gene_14942"	16	W60ER2
"gene_14943"	1	W60ER2
"gene_14944"	87	W60ER2
"gene_14945"	0	W60ER2
"gene_14946"	1	W60ER2
"gene_14947"	9	W60ER2
"gene_14948"	48	W60ER2
"gene_14949"	106	W60ER2
"gene_1495"	685	W60ER2
"gene_14950"	26	W60ER2
"gene_14951"	3	W60ER2
"gene_14952"	37	W60ER2
"gene_14953"	4	W60ER2
"gene_14954"	25	W60ER2
"gene_14955"	0	W60ER2
"gene_14956"	5	W60ER2
"gene_14957"	4	W60ER2
"gene_14958"	15	W60ER2
"gene_14959"	77	W60ER2
"gene_1496"	389	W60ER2
"gene_14960"	82	W60ER2
"gene_14961"	108	W60ER2
"gene_14962"	485	W60ER2
"gene_14963"	127	W60ER2
"gene_14964"	1	W60ER2
"gene_14965"	24861	W60ER2
"gene_14966"	2454	W60ER2
"gene_14967"	1643	W60ER2
"gene_14968"	151	W60ER2
"gene_14969"	1	W60ER2
"gene_1497"	528	W60ER2
"gene_14970"	10	W60ER2
"gene_14971"	53	W60ER2
"gene_14972"	211	W60ER2
"gene_14974"	82	W60ER2
"gene_14975"	3	W60ER2
"gene_14976"	7	W60ER2
"gene_14977"	22	W60ER2
"gene_14978"	19	W60ER2
"gene_14979"	0	W60ER2
"gene_1498"	170	W60ER2
"gene_14980"	15	W60ER2
"gene_14981"	0	W60ER2
"gene_14982"	15	W60ER2
"gene_14983"	10	W60ER2
"gene_14984"	5	W60ER2
"gene_14985"	0	W60ER2
"gene_14986"	1	W60ER2
"gene_14987"	173	W60ER2
"gene_14988"	3032	W60ER2
"gene_14989"	733	W60ER2
"gene_1499"	1808	W60ER2
"gene_14990"	3948	W60ER2
"gene_14991"	58	W60ER2
"gene_14992"	20	W60ER2
"gene_14993"	54	W60ER2
"gene_14994"	184	W60ER2
"gene_14995"	5357	W60ER2
"gene_14996"	0	W60ER2
"gene_14997"	0	W60ER2
"gene_14998"	573	W60ER2
"gene_14999"	0	W60ER2
"gene_15"	8	W60ER2
"gene_150"	3150	W60ER2
"gene_1500"	423	W60ER2
"gene_15000"	11	W60ER2
"gene_15001"	14	W60ER2
"gene_15002"	11	W60ER2
"gene_15003"	20145	W60ER2
"gene_15004"	1889	W60ER2
"gene_15005"	43	W60ER2
"gene_15006"	28	W60ER2
"gene_15007"	2	W60ER2
"gene_15008"	102	W60ER2
"gene_15009"	23	W60ER2
"gene_1501"	15	W60ER2
"gene_15010"	182	W60ER2
"gene_15011"	60	W60ER2
"gene_15012"	65	W60ER2
"gene_15013"	0	W60ER2
"gene_15014"	22	W60ER2
"gene_15015"	14	W60ER2
"gene_15016"	45	W60ER2
"gene_15017"	0	W60ER2
"gene_15018"	5	W60ER2
"gene_15019"	1	W60ER2
"gene_1502"	1725	W60ER2
"gene_15021"	0	W60ER2
"gene_15022"	12	W60ER2
"gene_15023"	11	W60ER2
"gene_15024"	30	W60ER2
"gene_15025"	5	W60ER2
"gene_15026"	12	W60ER2
"gene_15027"	0	W60ER2
"gene_15028"	0	W60ER2
"gene_15029"	6	W60ER2
"gene_1503"	3201	W60ER2
"gene_15030"	30	W60ER2
"gene_15031"	18	W60ER2
"gene_15032"	13	W60ER2
"gene_15033"	10	W60ER2
"gene_15034"	0	W60ER2
"gene_15035"	3	W60ER2
"gene_15036"	1	W60ER2
"gene_15037"	13	W60ER2
"gene_15038"	0	W60ER2
"gene_15039"	190	W60ER2
"gene_1504"	2008	W60ER2
"gene_15040"	1	W60ER2
"gene_15041"	4	W60ER2
"gene_15042"	4	W60ER2
"gene_15043"	9	W60ER2
"gene_15044"	3177	W60ER2
"gene_15045"	2	W60ER2
"gene_15046"	3	W60ER2
"gene_15047"	4	W60ER2
"gene_15048"	0	W60ER2
"gene_15049"	1	W60ER2
"gene_1505"	346	W60ER2
"gene_15050"	73	W60ER2
"gene_15051"	2	W60ER2
"gene_15052"	28	W60ER2
"gene_15053"	0	W60ER2
"gene_15054"	0	W60ER2
"gene_15055"	6	W60ER2
"gene_15056"	44	W60ER2
"gene_15057"	7	W60ER2
"gene_15058"	24	W60ER2
"gene_15059"	186	W60ER2
"gene_1506"	3118	W60ER2
"gene_15060"	132	W60ER2
"gene_15061"	62	W60ER2
"gene_15062"	55	W60ER2
"gene_15063"	95	W60ER2
"gene_15064"	31	W60ER2
"gene_15065"	157	W60ER2
"gene_15066"	434	W60ER2
"gene_15067"	220	W60ER2
"gene_15068"	23	W60ER2
"gene_15069"	113	W60ER2
"gene_1507"	1095	W60ER2
"gene_15070"	28	W60ER2
"gene_15071"	926	W60ER2
"gene_15072"	4153	W60ER2
"gene_15073"	0	W60ER2
"gene_15074"	0	W60ER2
"gene_15075"	3	W60ER2
"gene_15076"	0	W60ER2
"gene_15077"	4	W60ER2
"gene_15079"	0	W60ER2
"gene_1508"	14	W60ER2
"gene_15080"	0	W60ER2
"gene_15081"	60	W60ER2
"gene_15082"	3	W60ER2
"gene_15083"	0	W60ER2
"gene_15084"	1	W60ER2
"gene_15085"	232	W60ER2
"gene_15086"	2	W60ER2
"gene_15087"	0	W60ER2
"gene_15088"	8	W60ER2
"gene_15089"	2	W60ER2
"gene_1509"	263	W60ER2
"gene_15090"	10	W60ER2
"gene_15091"	44	W60ER2
"gene_15092"	354	W60ER2
"gene_15093"	1428	W60ER2
"gene_15094"	117	W60ER2
"gene_15095"	156	W60ER2
"gene_15096"	2	W60ER2
"gene_15097"	18	W60ER2
"gene_15098"	35	W60ER2
"gene_15099"	55	W60ER2
"gene_151"	299	W60ER2
"gene_1510"	61	W60ER2
"gene_15100"	73	W60ER2
"gene_15101"	39	W60ER2
"gene_15102"	142	W60ER2
"gene_15103"	21	W60ER2
"gene_15104"	1461	W60ER2
"gene_15105"	46	W60ER2
"gene_15106"	44	W60ER2
"gene_15107"	6	W60ER2
"gene_15109"	185	W60ER2
"gene_1511"	265	W60ER2
"gene_15110"	265	W60ER2
"gene_15111"	1351	W60ER2
"gene_15112"	594	W60ER2
"gene_15113"	22	W60ER2
"gene_15114"	61	W60ER2
"gene_15115"	6	W60ER2
"gene_15116"	37	W60ER2
"gene_15117"	20	W60ER2
"gene_15118"	5	W60ER2
"gene_15119"	45	W60ER2
"gene_1512"	235	W60ER2
"gene_15120"	384	W60ER2
"gene_15121"	96	W60ER2
"gene_15122"	2	W60ER2
"gene_15123"	20	W60ER2
"gene_15124"	19	W60ER2
"gene_15125"	37	W60ER2
"gene_15126"	35	W60ER2
"gene_15127"	211	W60ER2
"gene_15128"	88	W60ER2
"gene_15129"	7	W60ER2
"gene_1513"	26	W60ER2
"gene_15130"	4	W60ER2
"gene_15131"	8	W60ER2
"gene_15132"	4	W60ER2
"gene_15133"	0	W60ER2
"gene_15134"	159	W60ER2
"gene_15135"	496	W60ER2
"gene_15136"	0	W60ER2
"gene_15137"	0	W60ER2
"gene_15138"	8	W60ER2
"gene_15139"	0	W60ER2
"gene_1514"	481	W60ER2
"gene_15140"	7	W60ER2
"gene_15141"	23	W60ER2
"gene_15142"	254	W60ER2
"gene_15143"	9	W60ER2
"gene_15144"	4	W60ER2
"gene_15145"	4	W60ER2
"gene_15146"	7	W60ER2
"gene_15147"	4	W60ER2
"gene_15148"	5	W60ER2
"gene_15149"	167	W60ER2
"gene_1515"	1546	W60ER2
"gene_15150"	2	W60ER2
"gene_15151"	12	W60ER2
"gene_15152"	0	W60ER2
"gene_15153"	3	W60ER2
"gene_15154"	6	W60ER2
"gene_15155"	0	W60ER2
"gene_15156"	4	W60ER2
"gene_15157"	11	W60ER2
"gene_15158"	10	W60ER2
"gene_15159"	3	W60ER2
"gene_1516"	2765	W60ER2
"gene_15160"	13	W60ER2
"gene_15161"	24	W60ER2
"gene_15162"	21	W60ER2
"gene_15163"	3	W60ER2
"gene_15164"	37	W60ER2
"gene_15165"	39	W60ER2
"gene_15166"	4	W60ER2
"gene_15167"	19	W60ER2
"gene_15168"	103	W60ER2
"gene_15169"	0	W60ER2
"gene_1517"	434	W60ER2
"gene_15170"	3	W60ER2
"gene_15171"	3	W60ER2
"gene_15172"	3	W60ER2
"gene_15173"	19	W60ER2
"gene_15174"	16	W60ER2
"gene_15175"	17	W60ER2
"gene_15176"	10	W60ER2
"gene_15177"	35	W60ER2
"gene_15178"	34	W60ER2
"gene_15179"	0	W60ER2
"gene_1518"	398	W60ER2
"gene_15180"	2	W60ER2
"gene_15181"	2	W60ER2
"gene_15182"	0	W60ER2
"gene_15183"	16	W60ER2
"gene_15184"	86	W60ER2
"gene_15185"	6	W60ER2
"gene_15186"	0	W60ER2
"gene_15187"	34	W60ER2
"gene_15188"	113	W60ER2
"gene_15189"	64	W60ER2
"gene_1519"	49	W60ER2
"gene_15190"	42	W60ER2
"gene_15191"	13	W60ER2
"gene_15192"	0	W60ER2
"gene_15193"	410	W60ER2
"gene_15194"	66	W60ER2
"gene_15195"	750	W60ER2
"gene_15196"	1	W60ER2
"gene_15197"	14	W60ER2
"gene_15198"	135	W60ER2
"gene_15199"	11	W60ER2
"gene_152"	78	W60ER2
"gene_1520"	7	W60ER2
"gene_15200"	9	W60ER2
"gene_15201"	4	W60ER2
"gene_15202"	4	W60ER2
"gene_15203"	14	W60ER2
"gene_15204"	8	W60ER2
"gene_15205"	65	W60ER2
"gene_15206"	133	W60ER2
"gene_15207"	6	W60ER2
"gene_15208"	5	W60ER2
"gene_15209"	444	W60ER2
"gene_1521"	47	W60ER2
"gene_15210"	45	W60ER2
"gene_15211"	220	W60ER2
"gene_15212"	3	W60ER2
"gene_15213"	151	W60ER2
"gene_15214"	8	W60ER2
"gene_15215"	1	W60ER2
"gene_15217"	0	W60ER2
"gene_15218"	13	W60ER2
"gene_1522"	2879	W60ER2
"gene_15220"	423	W60ER2
"gene_15221"	45	W60ER2
"gene_15222"	7	W60ER2
"gene_15223"	324	W60ER2
"gene_15224"	271	W60ER2
"gene_15225"	939	W60ER2
"gene_15226"	39	W60ER2
"gene_15227"	93	W60ER2
"gene_15228"	170	W60ER2
"gene_15229"	116	W60ER2
"gene_1523"	944	W60ER2
"gene_15230"	21	W60ER2
"gene_15231"	39	W60ER2
"gene_15232"	6	W60ER2
"gene_15233"	15	W60ER2
"gene_15234"	8	W60ER2
"gene_15235"	43	W60ER2
"gene_15236"	696	W60ER2
