gene/TE	count	sample
"gene_6104"	0	W12MR1
"gene_6105"	7360	W12MR1
"gene_6106"	416	W12MR1
"gene_611"	899	W12MR1
"gene_6111"	2812	W12MR1
"gene_6112"	4278	W12MR1
"gene_6113"	846	W12MR1
"gene_6114"	2587	W12MR1
"gene_6115"	4464	W12MR1
"gene_6116"	5762	W12MR1
"gene_6117"	375	W12MR1
"gene_6118"	67	W12MR1
"gene_6119"	14360	W12MR1
"gene_612"	4772	W12MR1
"gene_6120"	991	W12MR1
"gene_6121"	3585	W12MR1
"gene_6122"	42	W12MR1
"gene_6123"	8226	W12MR1
"gene_6124"	8249	W12MR1
"gene_6125"	2334	W12MR1
"gene_6126"	105	W12MR1
"gene_6127"	4317	W12MR1
"gene_6128"	1438	W12MR1
"gene_6129"	2802	W12MR1
"gene_613"	300	W12MR1
"gene_6130"	909	W12MR1
"gene_6131"	895	W12MR1
"gene_6132"	1444	W12MR1
"gene_6133"	3250	W12MR1
"gene_6134"	96	W12MR1
"gene_6135"	909	W12MR1
"gene_6136"	27	W12MR1
"gene_6137"	5176	W12MR1
"gene_6138"	926	W12MR1
"gene_6139"	5664	W12MR1
"gene_614"	147	W12MR1
"gene_6140"	26299	W12MR1
"gene_6141"	855	W12MR1
"gene_6142"	2382	W12MR1
"gene_6143"	132	W12MR1
"gene_6144"	846	W12MR1
"gene_6145"	4499	W12MR1
"gene_6146"	1027	W12MR1
"gene_6147"	5472	W12MR1
"gene_6148"	1468	W12MR1
"gene_6149"	4962	W12MR1
"gene_615"	68	W12MR1
"gene_6150"	4231	W12MR1
"gene_6151"	12	W12MR1
"gene_6152"	4778	W12MR1
"gene_6154"	24469	W12MR1
"gene_6155"	2332	W12MR1
"gene_6156"	1154	W12MR1
"gene_6157"	809	W12MR1
"gene_6158"	2201	W12MR1
"gene_6159"	1248	W12MR1
"gene_616"	21	W12MR1
"gene_6160"	688	W12MR1
"gene_6161"	5222	W12MR1
"gene_6162"	968	W12MR1
"gene_6163"	3376	W12MR1
"gene_6164"	180	W12MR1
"gene_6165"	5703	W12MR1
"gene_6166"	7347	W12MR1
"gene_6167"	3691	W12MR1
"gene_6168"	1363	W12MR1
"gene_6169"	1476	W12MR1
"gene_617"	42	W12MR1
"gene_6170"	2431	W12MR1
"gene_6171"	848	W12MR1
"gene_6172"	8	W12MR1
"gene_6173"	1545	W12MR1
"gene_6174"	0	W12MR1
"gene_6175"	2	W12MR1
"gene_6176"	76	W12MR1
"gene_6177"	6259	W12MR1
"gene_6178"	55	W12MR1
"gene_6179"	19	W12MR1
"gene_618"	403	W12MR1
"gene_6180"	39	W12MR1
"gene_6181"	453	W12MR1
"gene_6182"	5	W12MR1
"gene_6183"	13	W12MR1
"gene_6184"	3	W12MR1
"gene_6185"	5	W12MR1
"gene_6186"	28	W12MR1
"gene_6187"	48851	W12MR1
"gene_6188"	424	W12MR1
"gene_6189"	26117	W12MR1
"gene_619"	5	W12MR1
"gene_6191"	10296	W12MR1
"gene_6192"	1	W12MR1
"gene_6193"	8	W12MR1
"gene_6194"	1888	W12MR1
"gene_6195"	1401	W12MR1
"gene_6196"	114	W12MR1
"gene_6197"	93485	W12MR1
"gene_6198"	25534	W12MR1
"gene_6199"	0	W12MR1
"gene_62"	0	W12MR1
"gene_620"	2237	W12MR1
"gene_6200"	1205	W12MR1
"gene_6201"	4	W12MR1
"gene_6202"	4	W12MR1
"gene_6203"	46	W12MR1
"gene_6204"	1667	W12MR1
"gene_6205"	1861	W12MR1
"gene_6206"	504	W12MR1
"gene_6207"	230	W12MR1
"gene_6208"	5664	W12MR1
"gene_6209"	25	W12MR1
"gene_621"	460	W12MR1
"gene_6210"	8882	W12MR1
"gene_6211"	2432	W12MR1
"gene_6212"	606	W12MR1
"gene_6213"	1514	W12MR1
"gene_6214"	784	W12MR1
"gene_6215"	1966	W12MR1
"gene_6216"	4623	W12MR1
"gene_6217"	8592	W12MR1
"gene_6218"	1000	W12MR1
"gene_6219"	765	W12MR1
"gene_622"	133	W12MR1
"gene_6220"	4185	W12MR1
"gene_6221"	5431	W12MR1
"gene_6222"	1753	W12MR1
"gene_6223"	216	W12MR1
"gene_6224"	2063	W12MR1
"gene_6225"	2578	W12MR1
"gene_6226"	2802	W12MR1
"gene_6228"	167	W12MR1
"gene_6229"	2284	W12MR1
"gene_623"	3801	W12MR1
"gene_6230"	15	W12MR1
"gene_6231"	31	W12MR1
"gene_6232"	935	W12MR1
"gene_6233"	1297	W12MR1
"gene_6234"	548	W12MR1
"gene_6235"	1634	W12MR1
"gene_6236"	1208	W12MR1
"gene_6237"	1321	W12MR1
"gene_6238"	1130	W12MR1
"gene_6239"	13905	W12MR1
"gene_624"	5980	W12MR1
"gene_6240"	4849	W12MR1
"gene_6241"	4060	W12MR1
"gene_6242"	1928	W12MR1
"gene_6243"	4843	W12MR1
"gene_6244"	1218	W12MR1
"gene_6245"	10329	W12MR1
"gene_6246"	905	W12MR1
"gene_6247"	1840	W12MR1
"gene_6248"	23	W12MR1
"gene_6249"	3009	W12MR1
"gene_625"	1208	W12MR1
"gene_6250"	7618	W12MR1
"gene_6251"	4156	W12MR1
"gene_6252"	128	W12MR1
"gene_6253"	36	W12MR1
"gene_6254"	2833	W12MR1
"gene_6255"	657	W12MR1
"gene_6256"	738	W12MR1
"gene_6257"	28	W12MR1
"gene_6258"	793	W12MR1
"gene_6259"	618	W12MR1
"gene_626"	15223	W12MR1
"gene_6260"	2524	W12MR1
"gene_6261"	6183	W12MR1
"gene_6262"	13640	W12MR1
"gene_6263"	2801	W12MR1
"gene_6264"	11186	W12MR1
"gene_6265"	1566	W12MR1
"gene_6266"	7516	W12MR1
"gene_6267"	1458	W12MR1
"gene_6268"	3711	W12MR1
"gene_6269"	2049	W12MR1
"gene_627"	6709	W12MR1
"gene_6270"	2724	W12MR1
"gene_6271"	648	W12MR1
"gene_6272"	6736	W12MR1
"gene_6273"	1	W12MR1
"gene_6274"	1034	W12MR1
"gene_6275"	980	W12MR1
"gene_6276"	2747	W12MR1
"gene_6277"	4390	W12MR1
"gene_6278"	18	W12MR1
"gene_6279"	292	W12MR1
"gene_628"	3375	W12MR1
"gene_6280"	2024	W12MR1
"gene_6281"	2058	W12MR1
"gene_6282"	5581	W12MR1
"gene_6283"	35	W12MR1
"gene_6284"	44	W12MR1
"gene_6285"	826	W12MR1
"gene_6286"	4598	W12MR1
"gene_6287"	143	W12MR1
"gene_6288"	4138	W12MR1
"gene_6289"	11940	W12MR1
"gene_629"	2802	W12MR1
"gene_6290"	43606	W12MR1
"gene_6291"	3018	W12MR1
"gene_6292"	33	W12MR1
"gene_6293"	28	W12MR1
"gene_6294"	107	W12MR1
"gene_6295"	42	W12MR1
"gene_6296"	3591	W12MR1
"gene_6297"	48	W12MR1
"gene_6298"	124	W12MR1
"gene_6299"	17707	W12MR1
"gene_63"	0	W12MR1
"gene_630"	10220	W12MR1
"gene_6300"	6276	W12MR1
"gene_6301"	586	W12MR1
"gene_6302"	181	W12MR1
"gene_6303"	12	W12MR1
"gene_6304"	121179	W12MR1
"gene_6305"	52	W12MR1
"gene_6306"	961	W12MR1
"gene_6307"	595	W12MR1
"gene_6308"	6345	W12MR1
"gene_6309"	141	W12MR1
"gene_631"	8806	W12MR1
"gene_6310"	211	W12MR1
"gene_6312"	105	W12MR1
"gene_6313"	2111	W12MR1
"gene_6314"	2240	W12MR1
"gene_6315"	6320	W12MR1
"gene_6316"	92	W12MR1
"gene_6317"	4271	W12MR1
"gene_6318"	1488	W12MR1
"gene_6319"	994	W12MR1
"gene_632"	2003	W12MR1
"gene_6320"	995	W12MR1
"gene_6321"	2601	W12MR1
"gene_6322"	37	W12MR1
"gene_6323"	0	W12MR1
"gene_6325"	165	W12MR1
"gene_6326"	41845	W12MR1
"gene_6327"	833	W12MR1
"gene_6328"	20868	W12MR1
"gene_6329"	13	W12MR1
"gene_633"	57225	W12MR1
"gene_6330"	4909	W12MR1
"gene_6331"	1258	W12MR1
"gene_6332"	2142	W12MR1
"gene_6334"	2373	W12MR1
"gene_6335"	195	W12MR1
"gene_6336"	6	W12MR1
"gene_6337"	11703	W12MR1
"gene_6338"	2301	W12MR1
"gene_6339"	3750	W12MR1
"gene_634"	459	W12MR1
"gene_6340"	3219	W12MR1
"gene_6341"	229	W12MR1
"gene_6342"	391	W12MR1
"gene_6343"	19590	W12MR1
"gene_6344"	3073	W12MR1
"gene_6345"	7487	W12MR1
"gene_6346"	4736	W12MR1
"gene_6347"	3935	W12MR1
"gene_6348"	1423	W12MR1
"gene_6349"	421	W12MR1
"gene_635"	13596	W12MR1
"gene_6350"	10253	W12MR1
"gene_6351"	18770	W12MR1
"gene_6352"	3574	W12MR1
"gene_6353"	732	W12MR1
"gene_6354"	6394	W12MR1
"gene_6355"	4262	W12MR1
"gene_6356"	2605	W12MR1
"gene_6357"	1202	W12MR1
"gene_6358"	889	W12MR1
"gene_6359"	816	W12MR1
"gene_636"	7156	W12MR1
"gene_6360"	772	W12MR1
"gene_6361"	74401	W12MR1
"gene_6362"	386	W12MR1
"gene_6363"	2622	W12MR1
"gene_6364"	3470	W12MR1
"gene_6365"	506	W12MR1
"gene_6366"	8373	W12MR1
"gene_6367"	2708	W12MR1
"gene_6368"	6482	W12MR1
"gene_6369"	277	W12MR1
"gene_637"	277	W12MR1
"gene_6370"	29258	W12MR1
"gene_6371"	13177	W12MR1
"gene_6372"	5337	W12MR1
"gene_6373"	1839	W12MR1
"gene_6374"	8000	W12MR1
"gene_6375"	13342	W12MR1
"gene_6376"	1203	W12MR1
"gene_6377"	901	W12MR1
"gene_6378"	3991	W12MR1
"gene_6379"	448	W12MR1
"gene_638"	2383	W12MR1
"gene_6380"	3400	W12MR1
"gene_6381"	7643	W12MR1
"gene_6382"	1059	W12MR1
"gene_6383"	1848	W12MR1
"gene_6384"	3690	W12MR1
"gene_6385"	1794	W12MR1
"gene_6386"	9089	W12MR1
"gene_6387"	10745	W12MR1
"gene_6388"	4954	W12MR1
"gene_6389"	227	W12MR1
"gene_639"	5791	W12MR1
"gene_6390"	1049	W12MR1
"gene_6391"	20839	W12MR1
"gene_6392"	179797	W12MR1
"gene_6393"	3047	W12MR1
"gene_6394"	7854	W12MR1
"gene_6395"	14046	W12MR1
"gene_6396"	32	W12MR1
"gene_6397"	32	W12MR1
"gene_6398"	4892	W12MR1
"gene_6399"	16551	W12MR1
"gene_64"	15	W12MR1
"gene_640"	395	W12MR1
"gene_6400"	1273	W12MR1
"gene_6401"	446	W12MR1
"gene_6402"	6478	W12MR1
"gene_6403"	45	W12MR1
"gene_6404"	1819	W12MR1
"gene_6405"	1321	W12MR1
"gene_6406"	581	W12MR1
"gene_6407"	2599	W12MR1
"gene_6408"	2409	W12MR1
"gene_6409"	308	W12MR1
"gene_641"	277	W12MR1
"gene_6410"	3299	W12MR1
"gene_6411"	6175	W12MR1
"gene_6412"	475	W12MR1
"gene_6413"	1662	W12MR1
"gene_6414"	80	W12MR1
"gene_6415"	12	W12MR1
"gene_6416"	189	W12MR1
"gene_6417"	81	W12MR1
"gene_6418"	6404	W12MR1
"gene_6419"	129003	W12MR1
"gene_642"	26	W12MR1
"gene_6420"	2276	W12MR1
"gene_6421"	3040	W12MR1
"gene_6422"	4524	W12MR1
"gene_6423"	315	W12MR1
"gene_6424"	2284	W12MR1
"gene_6425"	17852	W12MR1
"gene_6426"	2995	W12MR1
"gene_6427"	1874	W12MR1
"gene_6428"	87	W12MR1
"gene_6429"	2091	W12MR1
"gene_643"	9629	W12MR1
"gene_6430"	1500	W12MR1
"gene_6431"	3135	W12MR1
"gene_6432"	12077	W12MR1
"gene_6433"	11422	W12MR1
"gene_6434"	997	W12MR1
"gene_6435"	250	W12MR1
"gene_6436"	4974	W12MR1
"gene_6437"	1011	W12MR1
"gene_6438"	9756	W12MR1
"gene_6439"	1875	W12MR1
"gene_644"	8844	W12MR1
"gene_6440"	27	W12MR1
"gene_6441"	775	W12MR1
"gene_6442"	1311	W12MR1
"gene_6443"	59	W12MR1
"gene_6444"	156	W12MR1
"gene_6445"	1465	W12MR1
"gene_6446"	3887	W12MR1
"gene_6447"	308	W12MR1
"gene_6448"	8	W12MR1
"gene_6449"	10039	W12MR1
"gene_645"	16555	W12MR1
"gene_6450"	3299	W12MR1
"gene_6451"	3267	W12MR1
"gene_6452"	6796	W12MR1
"gene_6453"	383	W12MR1
"gene_6454"	361	W12MR1
"gene_6455"	696	W12MR1
"gene_6456"	6867	W12MR1
"gene_6457"	1016	W12MR1
"gene_6458"	167	W12MR1
"gene_6459"	4177	W12MR1
"gene_646"	3595	W12MR1
"gene_6460"	6912	W12MR1
"gene_6461"	710	W12MR1
"gene_6462"	560	W12MR1
"gene_6463"	468	W12MR1
"gene_6464"	717	W12MR1
"gene_6465"	1616	W12MR1
"gene_6466"	8343	W12MR1
"gene_6467"	15551	W12MR1
"gene_6468"	39587	W12MR1
"gene_6469"	4204	W12MR1
"gene_647"	4454	W12MR1
"gene_6470"	2035	W12MR1
"gene_6471"	13369	W12MR1
"gene_6472"	2782	W12MR1
"gene_6473"	8914	W12MR1
"gene_6474"	3520	W12MR1
"gene_6475"	232	W12MR1
"gene_6476"	42	W12MR1
"gene_6477"	123	W12MR1
"gene_6478"	715	W12MR1
"gene_6479"	3943	W12MR1
"gene_648"	6144	W12MR1
"gene_6480"	7642	W12MR1
"gene_6481"	146	W12MR1
"gene_6482"	64	W12MR1
"gene_6483"	964	W12MR1
"gene_6484"	4095	W12MR1
"gene_6485"	3	W12MR1
"gene_6486"	2123	W12MR1
"gene_6487"	4072	W12MR1
"gene_6488"	1631	W12MR1
"gene_6489"	1775	W12MR1
"gene_649"	5788	W12MR1
"gene_6490"	4122	W12MR1
"gene_6491"	1006	W12MR1
"gene_6492"	3104	W12MR1
"gene_6493"	4933	W12MR1
"gene_6494"	1378	W12MR1
"gene_6495"	71	W12MR1
"gene_6496"	572	W12MR1
"gene_6497"	670	W12MR1
"gene_6498"	7903	W12MR1
"gene_6499"	2131	W12MR1
"gene_65"	0	W12MR1
"gene_650"	13	W12MR1
"gene_6500"	5201	W12MR1
"gene_6501"	15363	W12MR1
"gene_6502"	5206	W12MR1
"gene_6503"	2411	W12MR1
"gene_6504"	23	W12MR1
"gene_6505"	3009	W12MR1
"gene_6506"	3441	W12MR1
"gene_6507"	181	W12MR1
"gene_6509"	4034	W12MR1
"gene_651"	98	W12MR1
"gene_6510"	1100	W12MR1
"gene_6511"	3083	W12MR1
"gene_6512"	13	W12MR1
"gene_6513"	744	W12MR1
"gene_6516"	3716	W12MR1
"gene_6518"	8383	W12MR1
"gene_6519"	19	W12MR1
"gene_652"	12273	W12MR1
"gene_6520"	98	W12MR1
"gene_6521"	3922	W12MR1
"gene_6522"	2081	W12MR1
"gene_6523"	103	W12MR1
"gene_6524"	1233	W12MR1
"gene_6525"	5859	W12MR1
"gene_6526"	4733	W12MR1
"gene_6527"	620	W12MR1
"gene_6528"	3023	W12MR1
"gene_6529"	1651	W12MR1
"gene_653"	1291	W12MR1
"gene_6530"	3278	W12MR1
"gene_6531"	4010	W12MR1
"gene_6532"	5781	W12MR1
"gene_6534"	44	W12MR1
"gene_6535"	16	W12MR1
"gene_6536"	1138	W12MR1
"gene_6537"	7233	W12MR1
"gene_6538"	1411	W12MR1
"gene_6539"	687	W12MR1
"gene_654"	1359	W12MR1
"gene_6540"	983	W12MR1
"gene_6541"	5908	W12MR1
"gene_6542"	6879	W12MR1
"gene_6543"	30401	W12MR1
"gene_6544"	4152	W12MR1
"gene_6545"	108	W12MR1
"gene_6546"	765	W12MR1
"gene_6547"	6325	W12MR1
"gene_6548"	26004	W12MR1
"gene_6549"	20222	W12MR1
"gene_6550"	1310	W12MR1
"gene_6551"	7	W12MR1
"gene_6552"	2168	W12MR1
"gene_6553"	5386	W12MR1
"gene_6554"	9422	W12MR1
"gene_6555"	1643	W12MR1
"gene_6556"	4249	W12MR1
"gene_6557"	6131	W12MR1
"gene_6558"	2103	W12MR1
"gene_6559"	733	W12MR1
"gene_656"	2105	W12MR1
"gene_6560"	295	W12MR1
"gene_6561"	970	W12MR1
"gene_6562"	1024	W12MR1
"gene_6563"	1048	W12MR1
"gene_6564"	4376	W12MR1
"gene_6565"	42	W12MR1
"gene_6566"	3658	W12MR1
"gene_6567"	0	W12MR1
"gene_6568"	1689	W12MR1
"gene_6569"	1935	W12MR1
"gene_657"	94317	W12MR1
"gene_6570"	107	W12MR1
"gene_6572"	2542	W12MR1
"gene_6573"	28	W12MR1
"gene_6574"	1474	W12MR1
"gene_6575"	6893	W12MR1
"gene_6576"	11	W12MR1
"gene_6577"	13	W12MR1
"gene_6578"	344	W12MR1
"gene_6579"	9	W12MR1
"gene_658"	474	W12MR1
"gene_6580"	1	W12MR1
"gene_6581"	198	W12MR1
"gene_6582"	1011	W12MR1
"gene_6583"	31	W12MR1
"gene_6584"	541	W12MR1
"gene_6585"	778	W12MR1
"gene_6586"	656	W12MR1
"gene_6587"	1657	W12MR1
"gene_6588"	1425	W12MR1
"gene_6589"	32	W12MR1
"gene_659"	1070	W12MR1
"gene_6590"	18	W12MR1
"gene_6593"	362	W12MR1
"gene_6594"	1025	W12MR1
"gene_6595"	932	W12MR1
"gene_6596"	1899	W12MR1
"gene_6597"	75	W12MR1
"gene_6598"	4176	W12MR1
"gene_6599"	1405	W12MR1
"gene_66"	2	W12MR1
"gene_660"	3571	W12MR1
"gene_6600"	10447	W12MR1
"gene_6601"	2212	W12MR1
"gene_6602"	1244	W12MR1
"gene_6603"	296	W12MR1
"gene_6604"	536	W12MR1
"gene_6605"	2175	W12MR1
"gene_6607"	4304	W12MR1
"gene_6608"	1152	W12MR1
"gene_6609"	428	W12MR1
"gene_661"	1846	W12MR1
"gene_6610"	12	W12MR1
"gene_6611"	474	W12MR1
"gene_6613"	1650	W12MR1
"gene_6614"	2803	W12MR1
"gene_6615"	1430	W12MR1
"gene_6616"	466	W12MR1
"gene_6617"	860	W12MR1
"gene_6618"	901	W12MR1
"gene_6619"	984	W12MR1
"gene_662"	83	W12MR1
"gene_6620"	1619	W12MR1
"gene_6621"	4328	W12MR1
"gene_6622"	780	W12MR1
"gene_6624"	1499	W12MR1
"gene_6625"	2122	W12MR1
"gene_6626"	2791	W12MR1
"gene_6627"	2873	W12MR1
"gene_6628"	84	W12MR1
"gene_6629"	701	W12MR1
"gene_663"	505	W12MR1
"gene_6630"	4217	W12MR1
"gene_6631"	184514	W12MR1
"gene_6632"	1177	W12MR1
"gene_6633"	432	W12MR1
"gene_6634"	1243	W12MR1
"gene_6635"	579	W12MR1
"gene_6636"	698	W12MR1
"gene_6637"	4487	W12MR1
"gene_6638"	6037	W12MR1
"gene_6639"	5364	W12MR1
"gene_664"	70948	W12MR1
"gene_6640"	1261	W12MR1
"gene_6641"	869	W12MR1
"gene_6642"	4707	W12MR1
"gene_6643"	753	W12MR1
"gene_6644"	44	W12MR1
"gene_6645"	192	W12MR1
"gene_6646"	108	W12MR1
"gene_6648"	2131	W12MR1
"gene_6649"	36	W12MR1
"gene_665"	686	W12MR1
"gene_6650"	1	W12MR1
"gene_6651"	250	W12MR1
"gene_6652"	3424	W12MR1
"gene_6653"	6740	W12MR1
"gene_6654"	239	W12MR1
"gene_6655"	22639	W12MR1
"gene_6656"	1862	W12MR1
"gene_6657"	759	W12MR1
"gene_6658"	736	W12MR1
"gene_6659"	3492	W12MR1
"gene_666"	8549	W12MR1
"gene_6660"	5971	W12MR1
"gene_6661"	2838	W12MR1
"gene_6662"	41803	W12MR1
"gene_6663"	6243	W12MR1
"gene_6664"	1100	W12MR1
"gene_6665"	478	W12MR1
"gene_6666"	1674	W12MR1
"gene_6667"	2453	W12MR1
"gene_6668"	44	W12MR1
"gene_6669"	1	W12MR1
"gene_667"	1310	W12MR1
"gene_6670"	4	W12MR1
"gene_6671"	362	W12MR1
"gene_6672"	0	W12MR1
"gene_6673"	51	W12MR1
"gene_6674"	17	W12MR1
"gene_6675"	688	W12MR1
"gene_6676"	1855	W12MR1
"gene_6677"	1664	W12MR1
"gene_6678"	5418	W12MR1
"gene_6679"	3262	W12MR1
"gene_668"	1274	W12MR1
"gene_6680"	12813	W12MR1
"gene_6681"	3920	W12MR1
"gene_6682"	857	W12MR1
"gene_6683"	397	W12MR1
"gene_6684"	3432	W12MR1
"gene_6685"	3777	W12MR1
"gene_6686"	2094	W12MR1
"gene_6687"	1348	W12MR1
"gene_6688"	1445	W12MR1
"gene_6689"	684	W12MR1
"gene_669"	5348	W12MR1
"gene_6690"	2192	W12MR1
"gene_6691"	15	W12MR1
"gene_6692"	1866	W12MR1
"gene_6693"	1687	W12MR1
"gene_6694"	38	W12MR1
"gene_6695"	2509	W12MR1
"gene_6696"	77	W12MR1
"gene_6697"	3930	W12MR1
"gene_6698"	1264	W12MR1
"gene_6699"	349	W12MR1
"gene_67"	1	W12MR1
"gene_670"	3936	W12MR1
"gene_6700"	3088	W12MR1
"gene_6701"	12	W12MR1
"gene_6702"	1781	W12MR1
"gene_6703"	12155	W12MR1
"gene_6704"	752	W12MR1
"gene_6706"	1649	W12MR1
"gene_6707"	943	W12MR1
"gene_6708"	466	W12MR1
"gene_6709"	763	W12MR1
"gene_671"	5831	W12MR1
"gene_6710"	4	W12MR1
"gene_6711"	517	W12MR1
"gene_6712"	3478	W12MR1
"gene_6713"	17247	W12MR1
"gene_6714"	32	W12MR1
"gene_6715"	589	W12MR1
"gene_6716"	14435	W12MR1
"gene_6717"	2669	W12MR1
"gene_6718"	2134	W12MR1
"gene_6719"	7301	W12MR1
"gene_6720"	221	W12MR1
"gene_6721"	8004	W12MR1
"gene_6722"	5576	W12MR1
"gene_6723"	3681	W12MR1
"gene_6724"	2482	W12MR1
"gene_6725"	1366	W12MR1
"gene_6726"	773	W12MR1
"gene_6727"	1446	W12MR1
"gene_6728"	5138	W12MR1
"gene_6729"	2008	W12MR1
"gene_673"	645	W12MR1
"gene_6730"	717	W12MR1
"gene_6731"	278	W12MR1
"gene_6732"	722	W12MR1
"gene_6733"	1686	W12MR1
"gene_6734"	2559	W12MR1
"gene_6735"	1835	W12MR1
"gene_6736"	3931	W12MR1
"gene_6737"	953	W12MR1
"gene_6738"	508	W12MR1
"gene_6739"	1089	W12MR1
"gene_674"	122	W12MR1
"gene_6740"	496	W12MR1
"gene_6741"	3694	W12MR1
"gene_6742"	12068	W12MR1
"gene_6743"	1294	W12MR1
"gene_6744"	49	W12MR1
"gene_6745"	1191	W12MR1
"gene_6746"	2326	W12MR1
"gene_6747"	1193	W12MR1
"gene_6748"	16032	W12MR1
"gene_6749"	2726	W12MR1
"gene_675"	97	W12MR1
"gene_6751"	612	W12MR1
"gene_6752"	6832	W12MR1
"gene_6753"	900	W12MR1
"gene_6754"	1720	W12MR1
"gene_6755"	837	W12MR1
"gene_6756"	340	W12MR1
"gene_6757"	7549	W12MR1
"gene_6758"	4209	W12MR1
"gene_6759"	435	W12MR1
"gene_676"	1298	W12MR1
"gene_6760"	3119	W12MR1
"gene_6761"	581	W12MR1
"gene_6762"	1806	W12MR1
"gene_6763"	487	W12MR1
"gene_6764"	56989	W12MR1
"gene_6765"	3305	W12MR1
"gene_6766"	584	W12MR1
"gene_6767"	1649	W12MR1
"gene_6768"	4634	W12MR1
"gene_6769"	5828	W12MR1
"gene_677"	1214	W12MR1
"gene_6770"	6822	W12MR1
"gene_6771"	4072	W12MR1
"gene_6772"	449	W12MR1
"gene_6773"	1476	W12MR1
"gene_6774"	864	W12MR1
"gene_6775"	1571	W12MR1
"gene_6776"	556	W12MR1
"gene_6777"	1802	W12MR1
"gene_6778"	4177	W12MR1
"gene_6779"	5619	W12MR1
"gene_678"	3367	W12MR1
"gene_6780"	1181	W12MR1
"gene_6781"	4135	W12MR1
"gene_6782"	5440	W12MR1
"gene_6783"	3268	W12MR1
"gene_6784"	30778	W12MR1
"gene_6785"	831	W12MR1
"gene_6786"	2136	W12MR1
"gene_6787"	1332	W12MR1
"gene_6788"	7554	W12MR1
"gene_679"	4849	W12MR1
"gene_6790"	2914	W12MR1
"gene_6791"	7688	W12MR1
"gene_6792"	7919	W12MR1
"gene_6793"	4498	W12MR1
"gene_6794"	274	W12MR1
"gene_6795"	5256	W12MR1
"gene_6796"	117	W12MR1
"gene_6797"	1508	W12MR1
"gene_6798"	1061	W12MR1
"gene_6799"	337	W12MR1
"gene_68"	0	W12MR1
"gene_680"	5146	W12MR1
"gene_6800"	20958	W12MR1
"gene_6801"	3770	W12MR1
"gene_6802"	23	W12MR1
"gene_6804"	10	W12MR1
"gene_6805"	3	W12MR1
"gene_6806"	5528	W12MR1
"gene_6807"	462	W12MR1
"gene_6808"	1199	W12MR1
"gene_6809"	2594	W12MR1
"gene_681"	9301	W12MR1
"gene_6810"	2050	W12MR1
"gene_6811"	5595	W12MR1
"gene_6812"	10	W12MR1
"gene_6813"	1203	W12MR1
"gene_6814"	15157	W12MR1
"gene_6815"	73	W12MR1
"gene_6816"	76229	W12MR1
"gene_6817"	17983	W12MR1
"gene_6818"	6473	W12MR1
"gene_6819"	2923	W12MR1
"gene_6820"	2199	W12MR1
"gene_6821"	297	W12MR1
"gene_6822"	1047	W12MR1
"gene_6823"	987	W12MR1
"gene_6824"	262	W12MR1
"gene_6825"	406	W12MR1
"gene_6826"	38	W12MR1
"gene_6827"	9190	W12MR1
"gene_6828"	214	W12MR1
"gene_6829"	116	W12MR1
"gene_683"	778	W12MR1
"gene_6830"	23	W12MR1
"gene_6831"	30	W12MR1
"gene_6832"	39	W12MR1
"gene_6833"	1169	W12MR1
"gene_6834"	3759	W12MR1
"gene_6835"	1902	W12MR1
"gene_6836"	346	W12MR1
"gene_6837"	1867	W12MR1
"gene_6838"	1370	W12MR1
"gene_6839"	806	W12MR1
"gene_684"	1426	W12MR1
"gene_6840"	9901	W12MR1
"gene_6841"	1197	W12MR1
"gene_6842"	3150	W12MR1
"gene_6843"	285	W12MR1
"gene_6844"	557	W12MR1
"gene_6845"	10393	W12MR1
"gene_6846"	14461	W12MR1
"gene_6847"	3560	W12MR1
"gene_6848"	3647	W12MR1
"gene_6849"	11015	W12MR1
"gene_685"	2500	W12MR1
"gene_6850"	5031	W12MR1
"gene_6851"	4077	W12MR1
"gene_6852"	2108	W12MR1
"gene_6853"	6839	W12MR1
"gene_6854"	3450	W12MR1
"gene_6855"	4991	W12MR1
"gene_6856"	821	W12MR1
"gene_6857"	533	W12MR1
"gene_6858"	5899	W12MR1
"gene_6859"	1214	W12MR1
"gene_686"	4951	W12MR1
"gene_6860"	1651	W12MR1
"gene_6861"	4032	W12MR1
"gene_6862"	7205	W12MR1
"gene_6863"	2713	W12MR1
"gene_6864"	740	W12MR1
"gene_6865"	1513	W12MR1
"gene_6866"	3664	W12MR1
"gene_6867"	5726	W12MR1
"gene_6868"	283	W12MR1
"gene_6869"	3903	W12MR1
"gene_687"	13607	W12MR1
"gene_6870"	1790	W12MR1
"gene_6871"	609	W12MR1
"gene_6872"	1877	W12MR1
"gene_6873"	175	W12MR1
"gene_6874"	1236	W12MR1
"gene_6875"	230	W12MR1
"gene_6876"	1269	W12MR1
"gene_6877"	2029	W12MR1
"gene_6878"	6893	W12MR1
"gene_6879"	12847	W12MR1
"gene_688"	2210	W12MR1
"gene_6880"	1090	W12MR1
"gene_6881"	1231	W12MR1
"gene_6882"	2195	W12MR1
"gene_6883"	4061	W12MR1
"gene_6884"	3071	W12MR1
"gene_6885"	678	W12MR1
"gene_6886"	2171	W12MR1
"gene_6887"	84	W12MR1
"gene_6888"	1701	W12MR1
"gene_6889"	648	W12MR1
"gene_689"	483	W12MR1
"gene_6890"	2602	W12MR1
"gene_6891"	3966	W12MR1
"gene_6892"	85	W12MR1
"gene_6893"	4243	W12MR1
